production_id,factory_id,machine_id,product_id,production_date,target_units,actual_units,downtime_minutes,defects,shift
511,7,871,170,2025-07-21,931,690,35,2,Night
512,5,232,414,2025-12-08,831,671,23,19,Evening
513,10,519,420,2026-04-23,982,774,98,8,Evening
514,6,550,416,2025-08-23,1084,1074,58,6,Evening
515,10,126,412,2025-06-28,883,869,30,18,Night
516,6,858,137,2026-04-02,883,788,26,10,Night
517,9,160,130,2025-12-12,958,920,117,6,Night
518,6,145,133,2026-02-21,1177,1000,65,9,Evening
519,3,380,332,2026-02-18,852,750,56,20,Evening
520,7,991,278,2026-01-05,1111,1106,24,16,Morning
521,21,744,476,2026-01-26,969,967,110,16,Evening
522,12,969,339,2025-08-08,1181,659,99,15,Morning
523,23,856,221,2026-01-11,864,862,35,0,Evening
524,21,592,240,2025-12-23,1147,674,27,14,Evening
525,20,606,27,2025-09-05,857,754,44,11,Evening
526,25,817,426,2026-04-04,1185,888,119,21,Night
527,7,511,409,2025-08-07,1119,703,54,18,Morning
528,10,876,156,2025-11-30,1130,817,20,24,Night
529,18,237,302,2026-03-31,1142,945,88,16,Morning
530,25,77,413,2026-05-29,985,675,103,25,Morning
531,24,403,275,2026-01-18,1004,852,0,24,Evening
532,14,352,57,2026-03-17,876,836,58,18,Morning
533,2,228,358,2026-02-26,1154,704,23,9,Morning
534,2,385,459,2025-10-26,1081,923,53,3,Evening
535,4,748,310,2026-02-13,930,621,113,4,Evening
536,21,370,92,2026-01-11,1193,998,5,1,Night
537,20,901,91,2026-01-31,1025,963,36,25,Evening
538,1,672,222,2025-12-20,1077,1029,8,6,Night
539,10,943,128,2026-02-08,812,678,19,2,Night
540,24,318,143,2025-12-12,1191,607,83,3,Night
541,19,576,335,2025-08-02,872,845,74,4,Morning
542,7,526,429,2025-07-21,1095,625,43,10,Night
543,4,768,239,2026-04-11,825,654,61,20,Evening
544,1,497,293,2025-10-12,1121,745,103,0,Evening
545,24,371,279,2026-03-15,838,689,113,21,Night
546,19,365,240,2026-02-09,1175,879,100,14,Evening
547,24,678,437,2026-03-29,868,850,27,15,Evening
548,6,898,96,2026-04-17,926,755,55,12,Night
549,15,603,483,2026-01-09,1016,759,29,3,Evening
550,8,742,373,2026-05-17,992,972,101,7,Morning
551,4,175,323,2026-05-02,899,859,7,12,Evening
552,10,342,262,2025-11-30,939,797,70,7,Night
553,21,477,212,2026-03-22,1199,703,25,5,Evening
554,19,540,117,2025-07-31,897,628,106,24,Morning
555,20,779,90,2026-05-13,966,742,67,11,Night
556,10,566,70,2025-12-18,840,762,14,0,Morning
557,20,65,34,2025-09-29,1139,715,75,13,Night
558,10,268,32,2025-10-31,1026,969,3,0,Night
559,6,668,408,2025-09-15,1002,831,59,22,Morning
560,18,286,261,2026-04-10,1172,1152,61,11,Night
561,11,28,380,2025-06-23,873,624,118,22,Night
562,18,3,6,2025-08-02,1133,1073,49,4,Evening
563,21,791,373,2026-04-01,926,764,120,4,Evening
564,22,611,452,2025-11-12,956,755,39,23,Evening
565,16,292,174,2025-08-05,924,904,60,19,Evening
566,14,770,150,2025-10-14,1147,1057,105,21,Night
567,21,671,410,2025-10-26,1033,786,69,15,Night
568,15,754,476,2026-03-22,1029,716,50,22,Night
569,5,145,326,2025-07-12,1125,1061,59,25,Night
570,20,464,366,2025-10-13,1123,680,57,19,Evening
571,4,267,262,2026-02-16,854,602,89,0,Evening
572,8,699,220,2026-04-06,1150,673,92,0,Evening
573,8,160,3,2026-06-07,932,870,55,17,Evening
574,5,268,303,2025-09-30,1177,1061,43,16,Night
575,16,174,312,2025-08-27,1152,991,115,22,Morning
576,19,459,214,2025-12-15,816,699,23,2,Morning
577,22,985,429,2025-11-08,930,616,92,17,Evening
578,21,634,26,2025-09-15,1017,658,20,3,Night
579,23,778,377,2026-06-15,1016,685,14,11,Morning
580,13,192,416,2025-10-01,1143,692,110,23,Night
581,15,776,21,2025-10-01,1127,604,12,17,Evening
582,20,967,188,2026-05-16,856,767,88,4,Morning
583,11,218,238,2025-07-02,1128,834,34,14,Evening
584,3,321,32,2025-09-27,1015,935,8,16,Evening
585,11,278,326,2025-12-15,1101,1023,117,16,Morning
586,10,834,258,2026-03-22,936,891,104,21,Night
587,5,919,303,2025-08-14,852,783,51,24,Evening
588,12,574,150,2025-09-25,1104,1048,88,10,Evening
589,23,514,84,2026-04-19,912,638,72,16,Evening
590,2,916,318,2025-09-20,999,741,47,7,Night
591,21,262,7,2025-07-15,902,659,117,19,Morning
592,21,55,108,2026-04-17,849,737,14,14,Night
593,20,218,371,2025-08-15,914,913,19,25,Night
594,18,616,6,2025-12-15,800,710,62,2,Evening
595,2,604,2,2026-02-23,825,642,103,8,Night
596,9,242,452,2026-05-02,1118,803,111,3,Evening
597,24,746,421,2025-09-26,1180,736,40,18,Night
598,2,370,466,2025-08-13,1106,1063,15,7,Night
599,5,666,35,2025-09-18,1028,607,59,3,Evening
600,20,949,107,2025-07-15,1191,807,15,23,Morning
601,19,356,60,2025-07-14,858,652,25,11,Morning
602,3,117,243,2026-01-22,904,753,66,15,Evening
603,16,763,61,2025-11-30,1183,971,110,3,Morning
604,23,948,324,2026-06-09,877,682,5,16,Night
605,3,518,240,2025-07-01,1200,682,99,12,Night
606,2,905,428,2025-07-14,980,606,118,4,Night
607,2,413,323,2026-02-07,1094,942,23,17,Evening
608,19,93,476,2026-01-02,1081,822,110,16,Evening
609,11,227,35,2025-09-24,1069,727,34,23,Morning
610,23,218,161,2025-11-12,1038,825,104,21,Night
611,2,659,298,2025-11-24,1016,644,71,24,Morning
612,5,930,359,2025-08-25,943,727,64,3,Night
613,24,41,11,2025-07-11,1008,745,103,1,Evening
614,7,702,448,2026-01-27,1145,870,39,23,Night
615,21,315,118,2026-05-06,1069,680,105,23,Night
616,9,374,451,2026-01-28,838,837,56,4,Night
617,10,789,432,2025-08-19,1191,1043,77,2,Morning
618,21,625,36,2025-08-01,1004,911,105,21,Morning
619,21,569,155,2026-03-08,855,807,86,13,Morning
620,24,467,41,2025-11-12,1093,952,48,13,Morning
621,2,946,183,2025-07-27,1052,1043,50,13,Evening
622,18,817,157,2025-09-09,997,672,47,4,Morning
623,10,948,40,2025-09-15,1135,742,64,15,Evening
624,17,137,434,2026-01-12,929,784,67,24,Evening
625,4,827,380,2026-04-23,874,685,67,4,Morning
626,6,149,31,2026-02-26,892,809,23,3,Morning
627,3,527,340,2026-03-26,809,727,41,3,Night
628,8,132,465,2026-05-25,1136,1070,57,19,Morning
629,17,167,124,2025-08-27,1119,676,40,5,Evening
630,22,813,454,2026-06-13,803,728,84,23,Night
631,13,366,209,2025-07-28,1056,975,21,20,Morning
632,1,367,138,2025-07-19,1038,666,60,5,Night
633,17,995,47,2026-03-17,981,634,29,24,Evening
634,5,382,385,2025-11-14,1075,940,118,0,Evening
635,20,832,62,2025-06-21,1026,782,50,11,Evening
636,1,859,159,2026-04-20,916,653,76,22,Night
637,19,235,336,2026-01-31,1052,907,49,8,Evening
638,6,448,80,2026-05-16,1033,886,83,21,Morning
639,25,607,69,2025-11-19,838,679,64,3,Evening
640,14,266,249,2026-05-27,1040,960,25,15,Night
641,15,87,181,2025-12-07,1081,759,88,20,Night
642,25,854,254,2026-01-02,815,653,39,13,Night
643,11,816,216,2025-08-31,868,637,109,20,Evening
644,14,99,90,2026-02-14,964,744,99,11,Morning
645,11,377,275,2025-11-06,1012,660,40,19,Night
646,11,468,310,2026-03-16,979,640,62,21,Evening
647,21,508,78,2026-03-23,836,774,72,23,Morning
648,17,413,153,2025-09-05,867,726,99,23,Morning
649,14,662,343,2026-06-08,988,930,111,12,Morning
650,8,286,250,2025-08-11,999,631,19,1,Evening
651,18,226,21,2026-03-15,810,612,13,18,Night
652,22,269,355,2026-05-06,1121,1105,104,9,Night
653,13,58,68,2026-03-01,1168,1022,26,16,Evening
654,4,151,229,2025-10-27,832,680,40,1,Night
655,24,391,252,2026-02-28,1109,696,10,16,Morning
656,9,990,392,2025-06-29,1035,747,25,25,Evening
657,2,310,304,2026-01-27,1101,696,104,12,Night
658,8,248,208,2025-09-27,1054,642,43,5,Evening
659,22,341,487,2025-08-16,916,714,65,8,Night
660,12,805,55,2025-12-23,949,777,27,3,Evening
661,2,955,391,2026-02-18,890,824,115,10,Morning
662,16,900,152,2025-11-11,895,810,97,16,Morning
663,1,31,290,2025-12-19,982,661,87,23,Evening
664,16,476,158,2026-04-20,1183,940,120,22,Evening
665,12,571,107,2025-06-23,977,844,98,17,Morning
666,15,500,160,2025-10-02,812,607,13,10,Morning
667,17,206,393,2025-09-08,951,928,63,13,Evening
668,12,159,270,2026-03-14,881,624,95,16,Evening
669,19,452,302,2026-06-04,1176,1098,76,3,Morning
670,14,266,161,2025-10-05,1034,813,107,7,Evening
671,13,189,398,2025-12-01,1120,931,72,23,Night
672,17,232,232,2025-07-01,827,784,55,16,Night
673,13,399,187,2026-06-19,1097,727,23,3,Evening
674,22,575,371,2026-06-08,824,639,62,18,Morning
675,22,870,51,2025-07-21,816,802,106,10,Night
676,21,48,164,2025-09-02,1105,960,39,23,Morning
677,18,951,435,2025-10-06,1109,643,31,24,Morning
678,6,889,362,2026-04-26,1054,1008,114,19,Night
679,19,229,150,2026-02-01,1130,984,24,11,Morning
680,20,500,403,2025-12-20,1022,737,65,23,Night
681,21,286,478,2026-01-11,1036,755,16,13,Morning
682,8,322,460,2025-08-02,1054,1004,36,6,Morning
683,7,795,491,2025-08-26,1135,989,57,8,Morning
684,19,108,171,2026-05-12,1147,665,41,8,Night
685,15,962,207,2026-02-07,971,717,52,9,Night
686,25,746,66,2026-04-22,929,734,103,24,Night
687,18,294,227,2025-09-09,957,666,32,25,Night
688,9,200,290,2026-05-28,939,602,7,25,Night
689,12,927,460,2026-01-06,828,804,112,25,Night
690,2,893,68,2026-05-18,875,856,22,3,Night
691,19,904,422,2026-04-17,1124,1001,118,24,Morning
692,4,44,46,2026-05-23,1072,600,53,14,Night
693,7,593,446,2025-07-19,1188,1056,84,12,Evening
694,25,178,376,2025-07-03,973,886,64,25,Evening
695,19,355,207,2025-09-03,937,793,55,21,Night
696,16,852,249,2025-11-26,835,749,17,7,Evening
697,13,20,44,2025-12-17,954,847,72,13,Morning
698,12,178,373,2026-02-04,870,625,15,24,Morning
699,18,894,318,2026-05-01,1071,1057,34,4,Night
700,4,732,399,2026-02-10,918,670,74,10,Morning
701,5,576,98,2025-12-14,982,931,66,23,Night
702,15,399,324,2025-10-06,924,815,46,2,Night
703,10,769,47,2026-04-17,800,641,91,13,Morning
704,17,351,4,2025-08-10,834,828,43,2,Morning
705,1,844,445,2025-08-08,1042,1029,67,2,Morning
706,3,259,215,2026-05-31,1067,659,42,7,Morning
707,7,572,423,2026-02-02,963,882,64,12,Night
708,5,823,74,2026-04-23,982,691,54,17,Evening
709,23,546,283,2025-09-28,1131,718,55,19,Morning
710,13,617,16,2025-07-03,1006,786,76,10,Evening
711,3,977,62,2025-10-26,1049,843,7,20,Morning
712,24,308,468,2026-01-09,1168,1067,34,20,Morning
713,14,492,412,2025-11-10,1159,1152,57,8,Night
714,20,222,396,2026-05-19,1020,864,93,1,Morning
715,11,471,118,2025-10-13,1190,1060,16,2,Morning
716,24,825,438,2025-08-12,920,750,85,22,Morning
717,9,564,74,2025-10-31,995,882,115,6,Morning
718,17,631,391,2025-09-13,888,860,24,12,Morning
719,17,729,46,2026-02-17,1145,1033,40,12,Morning
720,10,712,167,2025-12-08,874,637,21,18,Evening
721,19,995,223,2026-02-09,1048,794,35,21,Morning
722,13,815,94,2025-07-24,1079,794,26,25,Night
723,20,340,425,2026-06-10,1043,734,110,10,Night
724,2,695,413,2026-06-04,1065,727,69,3,Morning
725,19,67,446,2026-04-10,1176,750,100,4,Morning
726,22,541,464,2025-06-30,1195,1121,63,21,Evening
727,5,518,359,2026-04-09,1193,622,106,9,Evening
728,10,670,270,2026-06-14,878,855,97,0,Morning
729,18,593,45,2025-07-07,1076,698,4,24,Night
730,5,339,81,2025-11-15,1105,913,93,20,Night
731,8,706,208,2025-09-27,848,672,12,21,Night
732,22,878,75,2025-08-27,1105,799,90,20,Evening
733,20,468,179,2026-03-20,1097,859,11,24,Morning
734,5,99,195,2026-06-06,1038,1011,1,16,Night
735,20,558,315,2026-04-23,1129,976,22,20,Night
736,14,210,98,2026-02-14,922,836,46,10,Evening
737,20,262,490,2025-08-19,979,752,26,24,Night
738,8,893,376,2025-10-08,1105,867,49,20,Morning
739,15,218,281,2026-05-12,936,842,15,25,Evening
740,10,808,489,2025-12-29,1038,635,27,1,Evening
741,19,404,500,2025-12-06,946,798,54,8,Night
742,13,61,219,2026-02-08,946,848,94,24,Night
743,20,83,89,2026-03-24,1172,735,60,12,Morning
744,14,702,430,2025-10-30,1076,640,104,9,Night
745,6,941,35,2026-02-09,929,805,55,9,Evening
746,7,518,251,2026-04-09,859,621,76,12,Night
747,6,689,364,2025-08-09,1192,1130,110,16,Morning
748,12,238,393,2025-09-02,827,702,68,16,Evening
749,6,15,282,2025-10-29,1019,939,114,18,Night
750,1,51,296,2025-12-23,1116,863,73,7,Night
751,13,246,290,2026-04-12,1061,800,118,11,Evening
752,8,97,28,2025-06-30,926,675,5,7,Night
753,24,878,442,2025-07-25,1025,1002,30,11,Morning
754,25,466,157,2025-08-31,928,768,42,2,Morning
755,19,5,105,2025-12-02,1156,842,39,15,Evening
756,9,442,117,2026-03-17,976,775,85,15,Morning
757,2,616,469,2025-10-12,1199,1086,15,3,Evening
758,19,816,265,2026-05-01,1172,702,49,2,Night
759,23,516,265,2026-01-02,843,717,83,6,Morning
760,21,850,114,2025-12-24,1023,844,59,0,Morning
761,9,324,89,2025-10-07,1179,1054,72,5,Night
762,22,141,223,2026-02-18,855,848,3,6,Morning
763,15,921,157,2025-07-13,935,726,46,2,Morning
764,24,865,180,2025-09-22,946,739,80,7,Morning
765,7,667,267,2026-01-04,888,707,46,4,Night
766,10,498,180,2025-09-10,891,653,82,19,Morning
767,13,435,426,2025-08-14,1080,1072,62,18,Evening
768,24,857,474,2025-07-03,971,904,67,21,Evening
769,5,505,402,2026-04-18,1075,1062,114,12,Night
770,1,636,158,2026-06-08,1051,843,106,0,Night
771,24,895,168,2026-05-28,898,714,82,19,Night
772,5,159,285,2026-03-30,961,699,106,19,Morning
773,21,896,86,2025-11-06,1039,1017,32,23,Night
774,19,638,292,2026-04-23,870,796,104,23,Morning
775,10,4,22,2025-10-25,900,824,73,23,Evening
776,21,890,313,2025-08-29,993,658,86,2,Night
777,14,955,472,2025-11-23,981,789,12,19,Morning
778,7,317,32,2025-12-10,1192,1074,88,4,Evening
779,10,918,265,2025-08-17,981,870,41,24,Evening
780,12,958,256,2025-11-08,1178,691,15,5,Morning
781,6,350,386,2025-10-17,1200,1035,94,3,Morning
782,12,925,79,2025-10-23,858,686,103,8,Evening
783,19,50,358,2026-04-12,1075,1048,63,6,Morning
784,17,530,422,2025-12-24,949,685,35,2,Evening
785,14,470,258,2025-12-29,1093,1055,82,16,Evening
786,19,901,481,2026-01-06,815,715,108,18,Evening
787,7,467,406,2025-08-24,945,781,68,5,Morning
788,9,990,43,2026-05-20,1131,1019,99,5,Night
789,12,952,6,2025-09-01,1002,888,17,20,Night
790,13,628,257,2025-07-26,886,851,77,5,Night
791,2,145,249,2026-01-09,840,767,65,13,Evening
792,15,334,182,2025-09-19,954,690,47,0,Morning
793,20,577,322,2026-01-05,900,730,28,14,Night
794,21,986,117,2025-10-03,999,769,11,22,Morning
795,10,451,450,2025-10-24,1048,895,48,25,Evening
796,8,507,422,2026-05-17,1000,784,99,23,Morning
797,10,528,250,2025-06-30,879,817,48,12,Night
798,14,824,431,2025-10-30,1022,819,47,19,Night
799,10,278,415,2025-09-22,1130,1112,113,5,Evening
800,20,176,6,2026-01-17,1163,881,36,22,Evening
801,3,586,234,2026-03-15,1083,836,54,22,Night
802,15,515,361,2026-02-20,894,728,54,9,Morning
803,1,111,32,2025-09-08,861,706,117,18,Morning
804,24,325,331,2025-11-26,1074,1015,11,16,Evening
805,19,192,229,2026-04-19,987,883,43,7,Night
806,7,360,227,2025-10-31,968,923,93,9,Night
807,24,490,382,2026-06-19,813,662,35,19,Night
808,8,653,5,2025-12-30,1155,822,30,23,Morning
809,22,567,453,2025-10-01,861,620,100,11,Evening
810,14,346,32,2026-04-12,1141,960,80,11,Night
811,22,350,356,2025-10-08,1030,890,0,21,Evening
812,7,348,3,2026-05-20,1141,627,97,16,Evening
813,5,556,374,2026-05-03,923,713,91,15,Night
814,9,308,496,2026-02-12,847,649,29,22,Night
815,2,190,313,2026-03-27,835,619,113,2,Evening
816,5,417,235,2026-03-02,925,885,29,6,Morning
817,6,412,91,2025-12-20,1101,743,64,2,Evening
818,7,411,319,2026-02-24,1200,755,31,23,Evening
819,10,234,238,2025-10-24,1087,1061,70,22,Morning
820,22,494,440,2025-09-20,976,800,75,0,Evening
821,9,359,412,2026-05-20,853,696,93,23,Night
822,3,234,318,2026-04-21,814,814,35,6,Morning
823,25,138,49,2026-01-25,1008,782,24,13,Night
824,17,541,351,2025-12-17,976,600,32,14,Night
825,14,535,76,2025-11-26,894,665,111,14,Evening
826,22,447,259,2025-08-29,863,820,22,9,Morning
827,21,923,176,2026-01-15,853,782,62,24,Night
828,1,41,224,2025-12-28,981,915,23,7,Night
829,23,91,330,2025-08-02,916,809,81,15,Evening
830,10,436,417,2025-09-10,1127,988,81,2,Evening
831,19,763,30,2025-08-28,889,789,114,8,Evening
832,17,268,161,2026-05-05,982,872,69,16,Morning
833,2,663,309,2025-12-13,1051,849,118,20,Night
834,10,283,53,2025-06-29,1102,1059,77,12,Night
835,2,749,243,2026-05-01,1052,842,50,13,Morning
836,6,148,80,2026-01-11,838,713,13,0,Night
837,19,533,215,2026-06-02,1042,1014,37,5,Night
838,16,81,465,2025-08-07,941,632,4,21,Evening
839,1,987,103,2025-10-29,895,875,118,23,Morning
840,1,312,401,2025-11-05,1050,628,43,1,Night
841,8,23,416,2026-03-04,946,697,52,10,Evening
842,22,245,491,2025-09-07,1131,608,7,8,Evening
843,3,361,353,2025-06-23,877,829,13,5,Evening
844,22,1000,476,2026-02-20,805,800,42,10,Morning
845,24,804,453,2025-11-22,1174,867,109,7,Morning
846,15,668,305,2026-04-04,835,762,42,6,Night
847,22,248,342,2025-09-27,1126,941,11,16,Evening
848,6,167,486,2026-02-18,1097,721,91,17,Night
849,9,71,192,2026-03-17,1198,695,12,14,Morning
850,7,780,221,2025-07-29,1131,873,119,16,Evening
851,15,571,404,2025-10-30,851,618,60,10,Night
852,19,866,331,2026-01-16,887,799,60,20,Evening
853,2,777,247,2025-07-06,992,976,21,9,Morning
854,13,90,258,2025-10-28,878,622,53,8,Morning
855,20,416,410,2025-09-22,965,624,71,9,Evening
856,13,183,472,2025-12-13,1026,651,84,22,Morning
857,22,703,180,2026-05-06,849,806,119,24,Evening
858,20,601,488,2026-01-16,1159,697,9,7,Morning
859,20,426,172,2026-03-21,934,866,15,4,Evening
860,11,389,157,2025-10-11,886,636,71,23,Morning
861,2,593,4,2025-10-19,936,687,111,15,Night
862,15,135,61,2026-01-19,801,763,44,25,Night
863,25,846,29,2025-09-25,838,728,114,11,Evening
864,1,396,243,2025-11-01,1103,965,1,21,Night
865,14,625,133,2025-11-20,1197,815,77,20,Evening
866,18,969,127,2025-10-20,1137,997,85,18,Night
867,12,967,43,2025-12-05,905,816,7,4,Night
868,18,868,257,2025-11-22,846,685,44,17,Night
869,1,959,336,2025-08-15,1148,719,4,4,Morning
870,22,334,58,2026-03-30,1031,822,19,8,Night
871,18,474,165,2026-04-08,1096,717,80,9,Morning
872,17,269,114,2025-08-18,898,752,76,1,Night
873,16,213,188,2026-06-04,899,604,38,11,Evening
874,6,829,42,2026-01-15,1114,1067,77,25,Night
875,19,480,192,2026-05-17,886,725,112,0,Night
876,16,225,205,2026-01-05,963,606,25,21,Evening
877,3,743,469,2025-09-30,1043,895,76,3,Night
878,25,458,109,2025-09-27,861,738,23,2,Night
879,9,878,7,2025-07-16,1168,613,64,23,Evening
880,25,707,401,2026-04-04,905,808,120,18,Morning
881,7,231,239,2025-09-15,1148,638,65,22,Evening
882,10,862,499,2025-12-22,1133,1059,1,23,Morning
883,13,605,178,2026-06-19,972,608,30,4,Night
884,13,536,332,2025-08-02,1200,1187,103,16,Morning
885,16,961,406,2026-01-16,1103,955,64,16,Evening
886,6,826,30,2026-02-23,1156,1026,12,9,Night
887,2,434,284,2026-05-02,868,688,22,17,Evening
888,21,731,478,2025-08-05,842,701,49,21,Evening
889,23,529,444,2026-06-03,836,775,10,11,Evening
890,5,277,452,2025-12-07,921,629,67,2,Evening
891,13,379,82,2025-10-12,974,772,11,9,Morning
892,12,995,59,2025-12-31,980,928,0,22,Evening
893,22,167,252,2026-01-01,860,782,2,5,Night
894,18,320,411,2025-08-13,1171,1045,75,1,Night
895,9,44,60,2026-02-21,846,814,21,5,Evening
896,11,987,258,2026-04-23,840,715,45,23,Morning
897,9,706,491,2026-01-02,1131,961,3,25,Night
898,11,913,74,2025-11-26,950,923,94,18,Morning
899,3,581,33,2025-06-26,1161,710,81,15,Evening
900,8,493,241,2025-12-30,1187,921,10,22,Night
901,20,196,293,2026-04-05,886,758,69,8,Night
902,14,493,143,2026-05-11,1024,1006,18,7,Morning
903,7,529,185,2025-07-13,1036,737,7,7,Night
904,12,956,206,2025-08-13,1189,876,31,2,Night
905,23,292,458,2026-05-21,1072,1000,59,22,Night
906,22,620,30,2025-09-17,1194,1020,16,18,Evening
907,2,163,260,2025-07-20,1085,754,35,8,Evening
908,1,135,356,2025-11-12,934,760,55,25,Evening
909,1,660,28,2025-10-05,955,789,68,13,Morning
910,4,753,199,2025-11-28,937,907,110,13,Night
911,4,91,79,2026-06-13,920,773,113,21,Evening
912,3,623,159,2025-07-08,1182,670,66,10,Evening
913,6,288,221,2026-05-27,897,783,5,2,Morning
914,3,865,346,2025-09-02,818,770,78,4,Night
915,4,402,444,2025-12-05,1193,846,93,7,Night
916,19,338,124,2026-05-29,803,735,89,9,Morning
917,14,653,268,2026-01-18,1102,698,3,23,Evening
918,18,808,125,2026-04-30,998,631,41,20,Morning
919,7,724,398,2025-07-31,977,711,86,15,Night
920,5,547,408,2025-06-27,1022,799,31,2,Night
921,3,361,61,2025-12-18,944,830,86,25,Evening
922,4,992,383,2025-10-31,809,767,69,7,Morning
923,24,452,32,2025-12-12,930,601,97,8,Night
924,10,613,391,2025-12-20,1018,952,64,11,Morning
925,20,675,365,2026-04-28,1111,1025,44,5,Night
926,8,505,425,2026-04-20,945,637,15,4,Night
927,17,129,244,2025-07-08,997,847,80,23,Morning
928,13,988,322,2025-12-19,866,759,61,9,Morning
929,18,472,241,2025-06-24,894,671,42,21,Morning
930,18,792,256,2026-03-29,1125,733,24,7,Night
931,6,748,466,2026-06-06,949,848,54,23,Morning
932,8,680,15,2026-04-13,931,618,14,21,Morning
933,3,12,332,2025-07-29,926,673,65,25,Evening
934,13,282,281,2026-01-09,1145,1143,63,3,Morning
935,6,250,33,2025-11-15,1004,912,73,14,Morning
936,7,480,149,2026-03-16,1150,1008,120,25,Morning
937,1,194,25,2026-02-27,937,922,24,21,Morning
938,1,478,208,2026-05-05,1102,1037,93,11,Morning
939,17,878,382,2025-11-23,899,632,39,7,Evening
